23/10/20,Lakshadweep,59796,53718,979,,59796,53718,979
23/10/20,Lakshadweep,341426,298587,6368,,401222,352305,7347
24/10/20,Lakshadweep,4225,3968,58,,405447,356273,7405
24/10/20,Lakshadweep,804026,765991,6566,,1209473,1122264,13971
24/10/20,Lakshadweep,14211,11781,33,,1223684,1134045,14004
24/10/20,Lakshadweep,203967,182791,902,,1427651,1316836,14906
24/10/20,Lakshadweep,211443,199521,1042,,1639094,1516357,15948
24/10/20,Lakshadweep,13977,13087,216,,1653071,1529444,16164
24/10/20,Lakshadweep,174591,148899,1793,,1827662,1678343,17957
24/10/20,Lakshadweep,352520,319828,6225,,2180182,1998171,24182
24/10/20,Lakshadweep,3223,3144,2,,2183405,2001315,24184
24/10/20,Lakshadweep,42031,38769,570,,2225436,2040084,24754
24/10/20,Lakshadweep,166254,148685,3682,,2391690,2188769,28436
24/10/20,Lakshadweep,20213,17296,285,,2411903,2206065,28721
24/10/20,Lakshadweep,157064,145196,1720,,2568967,2351261,30441
24/10/20,Lakshadweep,99428,92598,864,,2668395,2443859,31305
24/10/20,Lakshadweep,91329,82219,1430,,2759724,2526078,32735
24/10/20,Lakshadweep,798378,700737,10873,,3558102,3226815,43608
24/10/20,Lakshadweep,386088,287261,1307,,3944190,3514076,44915
24/10/20,Lakshadweep,5913,5052,71,,3950103,3519128,44986
24/10/20,Lakshadweep,1638961,1455107,43152,,5589064,4974235,88138
24/10/20,Lakshadweep,8884,7228,80,,5597948,4981463,88218
24/10/20,Lakshadweep,17024,12719,138,,5614972,4994182,88356
24/10/20,Lakshadweep,166298,151946,2875,,5781270,5146128,91231
24/10/20,Lakshadweep,2389,2194,0,,5783659,5148322,91231
24/10/20,Lakshadweep,8515,6598,24,,5792174,5154920,91255
24/10/20,Lakshadweep,279582,262031,1282,,6071756,5416951,92537
24/10/20,Lakshadweep,130640,122256,4107,,6202396,5539207,96644
24/10/20,Lakshadweep,34112,29614,586,,6236508,5568821,97230
24/10/20,Lakshadweep,184422,165496,1826,,6420930,5734317,99056
24/10/20,Lakshadweep,3819,3408,63,,6424749,5737725,99119
24/10/20,Lakshadweep,230274,209034,1303,,6655023,5946759,100422
24/10/20,Lakshadweep,706136,663456,10893,,7361159,6610215,111315
24/10/20,Lakshadweep,30132,27717,337,,7391291,6637932,111652
24/10/20,Lakshadweep,7864036,7075839,118570,,15255327,13713771,230222
24/10/20,Lakshadweep,468238,433703,6854,,15723565,14147474,237076
24/10/20,Lakshadweep,60155,54169,984,,15783720,14201643,238060
24/10/20,Lakshadweep,345574,302340,6427,,16129294,14503983,244487
25/10/20,Lakshadweep,4245,3983,58,,16133539,14507966,244545
25/10/20,Lakshadweep,807023,769576,6587,,16940562,15277542,251132
25/10/20,Lakshadweep,14244,11951,33,,16954806,15289493,251165
25/10/20,Lakshadweep,204171,185752,906,,17158977,15475245,252071
25/10/20,Lakshadweep,212192,200920,1049,,17371169,15676165,253120
25/10/20,Lakshadweep,14038,13167,218,,17385207,15689332,253338
25/10/20,Lakshadweep,175959,150398,1818,,17561166,15839730,255156
25/10/20,Lakshadweep,356656,323654,6258,,17917822,16163384,261414
25/10/20,Lakshadweep,3226,3146,2,,17921048,16166530,261416
25/10/20,Lakshadweep,42242,39090,576,,17963290,16205620,261992
25/10/20,Lakshadweep,167173,149648,3689,,18130463,16355268,265681
25/10/20,Lakshadweep,20370,17568,286,,18150833,16372836,265967
25/10/20,Lakshadweep,158304,146282,1727,,18309137,16519118,267694
25/10/20,Lakshadweep,99686,92976,866,,18408823,16612094,268560
25/10/20,Lakshadweep,91861,82858,1438,,18500684,16694952,269998
25/10/20,Lakshadweep,802817,710843,10905,,19303501,17405795,280903
25/10/20,Lakshadweep,392931,294910,1333,,19696432,17700705,282236
25/10/20,Lakshadweep,5933,5126,71,,19702365,17705831,282307
25/10/20,Lakshadweep,1645020,1460755,43264,,21347385,19166586,325571
25/10/20,Lakshadweep,9020,7332,81,,21356405,19173918,325652
25/10/20,Lakshadweep,17162,12857,139,,21373567,19186775,325791
25/10/20,Lakshadweep,167249,153127,2885,,21540816,19339902,328676
25/10/20,Lakshadweep,2447,2194,0,,21543263,19342096,328676
25/10/20,Lakshadweep,8626,6653,25,,21551889,19348749,328701
25/10/20,Lakshadweep,281215,264102,1298,,21833104,19612851,329999
25/10/20,Lakshadweep,131055,122721,4117,,21964159,19735572,334116
25/10/20,Lakshadweep,34193,29801,588,,21998352,19765373,334704
25/10/20,Lakshadweep,186243,167736,1839,,22184595,19933109,336543
25/10/20,Lakshadweep,3835,3443,64,,22188430,19936552,336607
25/10/20,Lakshadweep,231252,210480,1307,,22419682,20147032,337914
25/10/20,Lakshadweep,709005,667475,10924,,23128687,20814507,348838
25/10/20,Lakshadweep,30218,27863,340,,23158905,20842370,349178
25/10/20,Lakshadweep,7909958,7135143,119053,,31068863,27977513,468231
25/10/20,Lakshadweep,470270,436071,6882,,31539133,28413584,475113
25/10/20,Lakshadweep,60376,54488,993,,31599509,28468072,476106
25/10/20,Lakshadweep,349701,306197,6487,,31949210,28774269,482593
26/10/20,Lakshadweep,4253,3997,58,,31953463,28778266,482651
26/10/20,Lakshadweep,808924,773548,6606,,32762387,29551814,489257
26/10/20,Lakshadweep,14391,12182,35,,32776778,29563996,489292
26/10/20,Lakshadweep,204386,188584,908,,32981164,29752580,490200
26/10/20,Lakshadweep,212705,202007,1058,,33193869,29954587,491258
26/10/20,Lakshadweep,14085,13230,222,,33207954,29967817,491480
26/10/20,Lakshadweep,177608,153654,1861,,33385562,30121471,493341
26/10/20,Lakshadweep,359488,327390,6312,,33745050,30448861,499653
26/10/20,Lakshadweep,3226,3147,2,,33748276,30452008,499655
26/10/20,Lakshadweep,42532,39433,582,,33790808,30491441,500237
26/10/20,Lakshadweep,168081,150750,3693,,33958889,30642191,503930
26/10/20,Lakshadweep,20586,17760,288,,33979475,30659951,504218
26/10/20,Lakshadweep,159457,147566,1737,,34138932,30807517,505955
26/10/20,Lakshadweep,99906,93368,872,,34238838,30900885,506827
26/10/20,Lakshadweep,92225,83485,1444,,34331063,30984370,508271
26/10/20,Lakshadweep,805947,719558,10947,,35137010,31703928,519218
26/10/20,Lakshadweep,397218,302017,1353,,35534228,32005945,520571
26/10/20,Lakshadweep,5978,5216,71,,35540206,32011161,520642
26/10/20,Lakshadweep,1648665,1470660,43348,,37188871,33481821,563990
26/10/20,Lakshadweep,9068,7471,81,,37197939,33489292,564071
26/10/20,Lakshadweep,17426,13057,144,,37215365,33502349,564215
26/10/20,Lakshadweep,167969,154222,2890,,37383334,33656571,567105
26/10/20,Lakshadweep,2493,2209,0,,37385827,33658780,567105
26/10/20,Lakshadweep,8700,6720,33,,37394527,33665500,567138
26/10/20,Lakshadweep,282695,266105,1312,,37677222,33931605,568450
26/10/20,Lakshadweep,131391,123047,4125,,37808613,34054652,572575
26/10/20,Lakshadweep,34336,29990,588,,37842949,34084642,573163
26/10/20,Lakshadweep,188048,169962,1853,,38030997,34254604,575016
26/10/20,Lakshadweep,3840,3448,65,,38034837,34258052,575081
26/10/20,Lakshadweep,231834,211912,1311,,38266671,34469964,576392
26/10/20,Lakshadweep,711713,671489,10956,,38978384,35141453,587348
26/10/20,Lakshadweep,30254,28046,340,,39008638,35169499,587688
26/10/20,Lakshadweep,7946062,7199016,119544,,46954700,42368515,707232
26/10/20,Lakshadweep,472068,438512,6902,,47426768,42807027,714134
26/10/20,Lakshadweep,60744,55188,1001,,47487512,42862215,715135
26/10/20,Lakshadweep,353822,310086,6546,,47841334,43172301,721681
27/10/20,Lakshadweep,4274,4019,58,,47845608,43176320,721739
27/10/20,Lakshadweep,811825,777900,6625,,48657433,43954220,728364
27/10/20,Lakshadweep,14472,12297,36,,48671905,43966517,728400
27/10/20,Lakshadweep,204789,191027,914,,48876694,44157544,729314
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
